Siren,CA2013,CA2014,CA2015,CA2016,CA2017,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017
795189109,49636,38198,48224,60157,55932,2804,331,468,1458,-2783,4,1,1,2,2
497929810,150977,210841,121175,226228,66421,21363,17483,7037,9041,-7515,1,1,1,1,1
531977973,226333,317311,480960,0,389156,5655,29662,5592,-9850,-8357,1,1,0,0,6
334079316,12599965,12922518,12354589,12075981,11197547,132777,-91576,12728,123290,-69230,64,67,62,58,54
334120011,459030,453170,468601,486186,491256,30006,29767,24188,37924,45504,3,3,3,3,3
334158755,1093895,942551,810179,789450,735846,-95650,-84935,-43395,12033,220,4,3,4,4,4
334180692,15746889,15047164,17402828,17822520,17440124,938156,755673,568821,897511,601800,167,170,171,175,175
334182888,7771079,5491459,6832078,8361514,9778406,338660,307e3,434671,466009,623873,51,48,46,50,53
334214723,237689,210086,195026,190579,176315,17746,3343,1205,-2934,7013,2,3,4,5,3
334216108,11356894,18613666,15728406,20407860,18125832,-3732607,-7914394,-9953072,-5612356,-1531703,70,63,143,133,124
334225034,13659866,13990712,11361412,12255465,12159848,286183,53803,22700,-148423,174083,80,84,82,80,86
485520118,52126587,40830005,39023503,37417983,28845951,145972,354381,503495,469274,38464,13,13,14,16,16
487420986,55650,53319,47656,45903,40263,2499,964,1729,1627,-7634,2,2,2,2,2
487422560,27906270,46299433,52085978,72547251,21961329,-335449,344992,2775586,211601,3056921,183,168,172,187,180
487493199,79667499,76175570,70132643,70416876,67049801,-7667791,830225,-312964,23597482,1725224,490,466,575,470,447
487530099,216501117,211471248,216088293,214488647,218082937,-1244609,-3233234,3342911,6166230,22336222,2803,2751,2756,2658e3,2624
495126443,251727,287917,280612,332322,331318,2818,7945,14483,37763,21167,5,5,6,6,6
495129421,638620,599918,547399,548976,566442,57905,53830,35745,17557,19592,4,4,4,4,4
495139016,1098469,1042506,869156,781464,736899,2635,-19265,-5143,48618,29809,4,53,5,0,5
495158826,45126,47261,20302,30500,39138,464,772,177,502,65,1,1,1,1,1
519387658,843694,742468,816036,1208006,1115320,48019,59396,37541,89279,-64776,2,2,3,5,6
334300480,9786430,7856593,7653899,7041440,6621503,-1243619,-1487072,-1144376,992641,-1117367,45,44,13,35,27
332185818,39799884,37017346,38678290,45543058,49063966,1024408,436487,843393,1294690,2381152,90,95,96,96,98
332201821,111868e3,112545200,110944390,110291250,111690690,2868e3,2171100,2084760,2566730,2596720,270,302,301,299,305
332223346,881094,931984,926680,903176,901524,11459,12673,7013,6933,9128,6,6,6,6,6
332234988,5544500,5148045,5144460,5325847,7042873,41608,74263,-47974,-136699,-10947,12,12,10,9,12
332276013,82397440,89291610,89383940,88922170,97576530,2432980,2320360,2006630,2060530,2455150,160,164,165,174,217
332335330,2181589,2132442,2045212,1784692,1845540,797,12541,-4221,-14862,29843,2,2,2,1,1
332524107,2721888,2283147,2189561,2410338,2658154,-45724,5050,20662,49420,53607,30,26,25,24,24
488346180,556500,477380,476570,492840,580030,3430,-13170,800,37720,1060,7,6,5,6,6
332538172,2070643,1697994,1597072,1702820,1691175,48137,26633,34316,73687,66896,5,4,4,4,4
332539154,210004,946,2e3,2e3,1e3,38506,125671,-84406,-124159,-90852,4,2,2,2,2
332586759,6124876,3735811,3813914,3731971,3640946,2509066,-14564,10865,-114408,35321,24,13,14,17,14
332588995,99950854,89100948,70785893,73600465,77923076,-1553971,-504986,-949374,437490,551436,506,474,415,415,417
332639673,2656343,3246118,2758452,3280913,3423798,169383,224895,32221,292484,237162,19,23,23,23,22
332652536,256835258,267880958,273120774,235745750,269793328,30276898,15616200,24189577,12186749,29263705,184,173,197,200,184
332679455,2902077,1937844,1963789,1483076,1571442,1420,-308160,27996,80345,75431,16,16,16,12,14
332711324,7e4,65e3,68e3,84e3,57e3,7e3,-7e3,-8e3,6e3,8e3,1,1,1,1,1
332736727,1395616,1480861,1585034,1764334,1664870,-55254,-120707,-82665,30612,826,19,19,20,22,20
331023218,25012809,25742620,24237540,25012912,18027908.727272727,1502646,1869390,1545290,1543691,394460.7272727273,15,14,12,13,17.454545454545453
488393885,24375601,21290250,25721397,26401699,29103167,352514,188247,145352,415500,381675,214,212,210,197,197
488526955,421312,448642,456648,143996,426130,62447,73118,47089,45668,40430,5,7,6,5,6
488556507,1507256,1746391,1932059,2255923,2442739,53357,70089,88588,122702,161164,15,16,17,19,22
488588450,10290217,10600445,11234613,10495724,10023290,198388,120883,301378,224514,258300,10,10,10,10,9
488589607,831250,868519,861062,856096,860521,7774,36710,37673,32797,38057,8,8,8,6,6
499038750,32e4,312e3,348e3,372e3,402e3,-7e3,-3e3,21e3,12e3,4e3,7,7,7,7,7
499045136,53409876,60893990,65483753,68500967,71339671,3925046,2768648,2837034,2075391,2336065,42,44,46,47,48
331024927,587e3,571e3,353170,362680,369621,6e3,187e3,23680,7590,8672,4,3,2,2,2
331037085,6421425,7546951,7576790,7039197,7052203,91033,281336,307553,169451,57866,62,64,63,61,60
331057406,6009645,7101775,9161970,10408429,12775321,800429,1170040,1073481,1834352,2352539,44,48,54,63,79
331066472,2738401,3086938,4047133,4550568,4909772,1141742,1213755,1748430,1662386,1619013,19,19,19,20,22
331142604,153191,121323,138714,137544,117804,8120,-13693,-6962,-6287,-22115,2,2,2,1,1
331192708,5163219,7101481,7222656,12205228,10953276,41808,83136,123172,64044,58513,10,18,18,29,26
331241661,1313963,1152053,1070328,976451,859862,-346056,-76420,-183523,-182632,-207539,9,9,10,10,7
331278333,1713583,1772533,1877934,2132768,2451882,60351,111853,139864,0,218848,13,13,15,14,17
339703522,266004,245438,166445,168e3,193400,48945,-28562,-54504,-61869,6314,1,1,1,1,1
485260202,1244493,1101560,1200452,1216564,1131788,97438,30469,48444,66918,58603,6,6,6,6,7
485280200,170835,205461,197811,191185,138689,455,84918,15676,1190,1653,1,1,3,2,2
498726215,3941e3,3877e3,4005640,4015560,3938939,-338e3,134e3,465300,-443770,64833,41,41,42,41,39
498761741,3327449,3058218,3319960,3585341,4257444,-44052,11219,-50353,22832,45904,4,4,4,4,4
498764281,2686967,2801547,2703156,2569349,2699264,-4586,7522,-329,-60983,-8299,8,9,9,9,9
498972462,875e3,949520,914010,1010550,953130,33670,50490,26e3,39690,21860,3,4,4,3,4
498982784,643241,704716,656033,682918,684221,9307,13575,39550,50057,40386,4,4,5,5,5
518119698,0,0,0,0,0,-14736,22419,-4291,-5963,-6302,0,0,0,0,0
339718967,2180034,1199586,1661386,1885179,1868971,70316,-508325,-384106,-411881,-420230,32,32,32,32,29
339754152,10574730,8776322,9469219,7123048,6043368,490003,432572,441958,375045,80372,29,29,33,29,27
339773749,4031e3,3161e3,5720620,6891250,6318618,115e3,22e3,10320,217620,-197712,37,39,53,59,62
339809527,38213278,41734405,42343686,43564042,47052713,2174315,2863682,3040242,2839564,3465735,468,506,526,538,566
339827834,19314475,20067304,19637746,19109960,18672955,59123,208279,221958,135223,293407,47,0,48,49,48
339845307,3012003,1570246,2280315,1615841,2104501,922845,265596,384682,128095,254501,4,4,4,4,6
499023307,1429711,1444220,1435217,1489910,1673139,22445,11907,16587,60033,45578,7,7,7,8,8
433839024,15711583,16695408,19167343,22697716,23151915,-361990,303272,-823558,-512045,327847,86,89,66,66,89
382598266,25187641,25254019,23252476,23950394,27183050,918743,1103501,617168,655197,1128726,67,0,57,66,70
418716866,1562765,1707677,1820632,1718530,2134009,3096874,-324786,-289351,-336202,-239840,8,7,8,8,8
339899171,5051130,4951240,4986900,4713340,4384060,-62930,80870,164030,42820,2850,47,44,43,42,42
339899742,1852062,1466432,1526733,1418531,1733361,291632,167445,178150,175161,208044,14,12,14,13,13
339941635,470020,451759,438012,308314,280731,16464,17463,106634,35091,-8215,2,7,2,2,2
340024017,8652e3,8745e3,8627e3,8686e3,9887e3,-1197e3,-234e3,73e3,487e3,783e3,18,18,17,18,18
331329987,156e3,156e3,148e3,141e3,92e3,-1e3,17e3,35e3,21e3,-8e3,1,1,1,1,1
331356428,1124e3,1090160,1116870,1200470,1166430,-29e3,-24440,-9930,21390,-14520,6,6,6,6,6
489990184,4639052,3788692.8000000003,4034799,3690915,3583087,1008237,557272,158919,62424,21146,5,4.800000000000001,6,8,9
792647521,60848,71805,74722,66168,67583,-22212,-13575,-11559,-2790,-3600,2.6666666666666665,2,1,1,1
498909720,605515,323441,1528553,2252427,1845129,1637,1118,3297,6013,5069,2,3,2,3,3
348724626,19198810,18174630,17814210,17286020,18112640,175670,295420,173750,39670,-184950,48,42,52,43,50
348738253,866591,825128,922092,916560,856333,57862,82892,146715,127206,141259,7,9,10,8,8
348780727,4504719,4591369,4680624,4290400,4830492,-20683,-241833,129205,166335,289112,34,32,29,28,31
348794439,721945,623326,418730,616307,469214,26841,32901,-39899,10165,1100,7,7,6,6,6
348844002,7528860,6529190,5939940,7605230,7673670,95e3,143550,312320,255670,-67220,25,25,96,30,40
530097708,152812,140290,124232,159628,102787,34490,33900,11498,24449,-22923,0,0,0,2,2
331365742,5854777,5760046,5525119,5520467,5724612,149226,414989,274452,241307,187887,19,20,21,21,20
331368332,11390559,8406594,7603890,8587058,5427356,724481,432680,3451807,843098,841349,33,35,33,32,30
331554428,10916162,131937,9934496,10745190,11331437,-345230,89788,42870,-200256,146449,121,111,117,137,140
330673591,5585039,6566481,7374566,12165303,12284290,4536750,8103017,10750979,17372575,6902454,3,3,4,8,9
491177184,3406101,3093453,3165193,3307195,3373435,-26448,-50552,-26769,723,1246,9,10,7,10,10
491189585,5190098,4598124,2868783,2519205,3136338,1925580,-5019636,-1325767,-492256,718471,14,9,2,2,2
491202438,788096,899210,989510,1212806,1219337,16193,16241,26036,32881,24105,5,4,4,4,5
491209904,1776685,1448407,1518198,1549087,1435159,30743,31572,6008,3766,-5387,10,10,10,10,10
491212296,893520,972390,922170,849810,919450,143820,169500,161810,155480,197750,2,2,3,4,4
490715224,1641750,1822020,1812740,2143650,1747220,68380,117240,114620,167540,71360,5,4,5,5,6
490717915,844732,892482,999535,1080928,1085179,45741,53743,61081,61614,77323,9,12,11,12,15
490725280,603140,581580,584500,769300,911250,87060,90430,75060,140190,203300,4,5,4,7,4
348892092,4246530,1497179,2031006,1348030,1473115,408662,438543,237050,353938,801213,4,4,5,6,5
348896655,19127629,19057979,22458018,22985923,24064138,185098,1195473,1379937,785990,716986,26,26,26,29,31
349185736,5357041,5358738,5192646,5390427,48278031,-487877,-618775,-670193,-651426,873454,73,71,78,69,638
349224584,9652062,10452481,11841084,15814999,12630658,345123,465491,438593,920073,21022,39,38,37,40,40
349231407,1553704,1621801,1554901,1615340,1723653,-46146,19254,-37561,-129529,-63277,13,13,13,13,13
349257048,3183500,3128540,2500680,2723190,3055430,188590,219410,169517.14285714284,138570,130490,7,7,5.142857142857142,7,7
349269654,24300550,17430606,26935010,17576552,14613635,-5891309,-1340998,32105,-234992,471145,118,79,77,78,76
348413949,4113005,3878451,2879627,2614128,2590913,-42698,-46126,-36756,-133164,-301204,15,11,10,12,7
605520014,5023864,5104326,5026705,5086426,5796226,353998,161751,218976,349524,518889,29,28,31,29,31
330752841,3890021,3833499,3863741,3739245,3832700,24883,25650,22203,9302,16208,16,14,16,14,12
330875006,203230,228471,318222,346127,319534,24522,-61564,30018,31539,35872,2,5,4,5,2
330930561,4415656,3985549,4599998,4753786,5774983,-78073,-425615,149759,71596,118809,6,5,4,4,4
490750940,39750050,39383184,42316063,40249100,38722703,33308,83904,18357,3315,18568,47,47,49,49,51
791319064,297991.19999999995,387018,457944,500746,497260,-19501.199999999997,14573,25900,34902,35257,6,6,5,5,5
792133340,54268,80910,99992,151321,169561,12085,5087,7675,22741,8993,1,2,1,1,1
348490269,8483812,5649834,5553508,5485383,5548480,186368,-3418,-1281,7192,-339795,29,32,25,25,26
348496951,7338673,7702846,7783797,7909172,7551871,20883,27903,53559,142275,92780,21,21,22,24,23
348534306,31846523,31696611,31779226,35891914,42819704,1955731,2350367,1619487,1689516,2050005,85,85,100,96,101
348541186,2546e3,3107420,3731165,3458396,329e4,548e4,24299934,9388143,5181090,2008e4,2,14,6,1661,8
348621830,573116,601937,527993,518375,490368,174025,137904,73769,92853,85165,3,12,12,11,3
348651126,190290,201080,199680,175980,197390,41290,-29990,-18840,-81030,-20400,2,2,2,2,2
339198749,2060263,2002129,1964286,1952550,2254475,8450,64371,77931,86289,68842,1,1,1,1,2
339290439,32356540,30814829,31543492,22793754,23450459,-558682,384492,-532628,-3440974,-6265201,42,43,45,44,51
339392581,1806800,2465224,2188644,2880334,3262832,93014,119481,94887,223473,265815,15,17,17,19,13
339510695,26916913,26905221,29073150,31119746,36168690,2548991,2454562,2577745,2871455,3448228,86,86,86,90,100
490639929,663340,668180,651500,559420,582590,50720,43420,67450,35650,56160,3,3,2,2,2
490640943,1517970,1553050,2008850,2516180,2590930,70340,260860,-135160,-1970,-9300,4,4,8,9,10
348140534,8435672,9975414,11705917,13006836,16433683,329376,347619,506673,463055,425614,49,72,77,87,87
348205543,9942047,9094487,9787054,9185116,9826005,317669,195987,461990,397251,512325,70,71,71,77,84
348269291,43191021,47156869,47774640,49119987,49469243,356924,442889,477957,854540,724029,134,136,172,163,173
348292111,7265647.05882353,7387e3,8562e3,8117e3,8016e3,0,12e3,25e3,1e4,9e3,7.0588235294117645,10,10,10,8
348315383,1765928,1782560,1752690,1957389,1931907,64442,64193,57946,64644,83139,12,11,11,11,12
348321118,3858370,3808782,3494375,3689624,4168882,131172,209486,178389,191296,233200,43,42,43,42,42
500068812,10940793,12490257,13295360,15507224,16488210,260284,142055,332844,324154,323138,46,56,66,70,78
339610651,8526350,7425330,8480124,9443441,6462128,255647,28879,171975,232893,105064,70,63,65,91,91
339611048,11931912.923076922,11994501,13922175,17220759,20924972,1390497.2307692308,1446475,1948331,1433745,1460923,89.53846153846155,109,121,132,150
339618761,739287,741285,602860,594962,615794,3001,53782,21619,36910,63491,7,8,8,7,7
339646176,202754,192899,179970,178035,190244,4546,8310,5061,2481,8604,4,2,2,2,2
339662702,5718083,5849514,4898694,5625659,5493050,69612,87048,37818,63628,7588,14,13,15,17,17
338555170,6160860,5844550,5755550,5850010,6486510,76470,186820,154030,278930,-253350,40,37,37,39,39
338603764,3595370,3632370,3512490,3884810,4220270,436590,350640,410410,440090,414730,19,18,19,20,20
338630130,30669780,29525450,29338220,28626270,28446580,143330,101060,200140,155150,261170,70,72,71,96,78
490670718,708130,793201,579646,685507,572833,69835,71698,30823,32755,41911,5,5,5,5,4
490675816,30307834,29773530,29436247,28474309,30322412,973346,917046,844460,803986,1060190,135,136,137,128,139
490681079,1113208,1558811,1669753,1811100,1241272,12732,36538,40546,62223,7341,6,7,0,8,8
490702800,175245388,98582656,124190105,106150104,118106935,2216925,-2605234,-5147884,935956,-195694,440,402,177,182,182
490337938,1412393,1390860,1398287,1477942,1491847,49362,53568,55112,61141,58086,10,9,8,9,8
511447443,1871517,1495229,1490713,1903472,1959460,69310,57441,82374,49807,85048,5,5,5,5,5
348909458,57348313,60208591,58838583,58253964,63902580,5153044,6319574,7468714,8972178,9393468,167,155,156,154,149
348916834,2536568,2460475,2192555,1508500,1156760,5061,24341,31396,-27941,-22001,4,4,5,4,2
348964610,1355730,1259323,1189781,1232032,1071496,111137,142935,202824,156243,119117,19,16,15,14,15
348966029,17771540,19009824,21453126,28341964,33092806,818825,843139,893343,1303278,1527961,28,29,32,35,41
349016246,2865536,2257109,1922091,2105127,2511975,26621,32630,21640,24346,22827,19,13,13,15,17
349029231,753563,777178,787829,687512,733674,64892,82034,77611,-7469,47133,9,8,8,8,8
349077941,17692359,19716665,19711514,22995630,25668424,1147886,1447318,1623e3,2043876,2143332,49,49,56,57,45
349084475,1706e3,1095880,854460,1206100,1127100,5e3,35050,31e3,61850,102690,15,13,11,10,10
349260414,9355577,9505304,9379181,10668435,12566831,190506,-19532,-325739,-951,558054,12,11,27,9,14
518698212,233910,213240,218800,239790,230500,-2140,-18540,11850,25820,5520,2,2,2,2,2
412373599,744719,807498,1051429,1392015,1467159,51650,-3486,24356,485302,614299,1,2,2,4,0
338657141,29266137,29253801,31854569,34339267,35477967,3147745,13990978,4384284,3601106,1336696,63,41,46,54,47
338657349,4432881,4335736,4217306,4110507,4090349,-110067,-13175,-56083,-102440,-100958,17,16,17,18,17
338667082,23043260,22924464,24363089,24355666,23877430,766336,200836,365915,726663,1062895,238,208,191,191,200
338683386,6455928,6179856,5547884,5506928,5914932,268863,193954,174238,182631,254135,24,26,23,23,22
338687106,2035721,3515746,2077206,2920354,2736050,64152,74123,18476,5048,37236,7,7,9,14,15
338688278,5172396,5260482,5728158,5752189,6440683,312147,261630,275803,294155,260106,5,5,4,4,0
338694664,7930345,8865282,6581206,12378756,8096846,334013,304776,82783,674146,624502,48,49,49,46,49
338703804,1459350,1563263,1496141,1603630,1675385,-142305,-106680,1218,2712,9229,15,13,12,10,21
338748734,5348320,4995880,4504100,4359820,4147230,329330,209990,341020,767820,534480,20,18,18,16,16
338019466,11936254,11729221,11838006,10126272,9813851,123628,73721,-161076,820159,-375912,140,134,132,121,122
338112733,171574384,163900538,175841504,232641737,210793014,484184,1462415,212657,2614964,2850888,701,729,899,1016,1262
338129091,14788293,15387187,15700860,13186538,12877349,880056,1598769,1796696,1186826,762417,125,125,130,119,120
490453024,595676,636629,635135,671724,641673,18798,35750,44806,1413,-18786,14,15,13,14,13
511460487,802915,732635,714120,687282,626236,83066,72767,-52135,-36865,6362,27,23,23,0,19
511569709,8868433,8341852,9115013,10136617,12342312,772550,680280,903059,1071916,1403688,57,58,47,47,56
511585150,13396291,13068082,13053225,13171134,13001815,49963,79493,53632,56656,14306,61,59,56,55,55
349318048,1560949,1829172,1353242,1236898,1106126,60315,225954,2063,54728,3126,17,14,7,0,7
350529053,7892551,8017651,7694399,8057216,7896277,293580,296985,305070,240851,201361,23,24,26,27,27
349328203,12594778,13590199,14231193,14228401,14632034,941239,1069416,885365,1014223,626630,57,56,65,73,76
349339317,2591295,3292649,3389270,3551022,3803661,366577,606472,195177,58721,375481,18,22,25,26,28
349350983,3144e3,3355213,3022838,2837113,3043443,579e3,647343,-1080231,1672608,1667931,18,18,16,15,17
414920884,1617674,1698632,1881864,1866192,1838890,19902,21475,43636,72212,41889,24,25,25,23,23
450103031,6582700,4926127,5356348,5220644,4896114,-1640997,-1653212,-371534,213177,143370,92,73,72,72,71
328193917,5594813,5728224,5640049,5721666,5851913,10302,134920,110051,168532,279455,24,24,18,18,24
402712509,3375718,2711605,2112592,3279601,1710141,44696,-386168,-172447,252237,-284399,23,22,22,20,13
