Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018,clustersCA,clustersRES,clustersEFF,activite,nom
317747731,72064543,74507782,73093605,70929362,73693259,73817524,1151025,476323,832183,1145521,1298537,1424990,88,92,96,100,104,109,C,B,C,Fabrication d'aliments pour animaux de compagnie,PRODIA
318208816,4945397,5547627,3475658,3442285,4401552,5919653,106022,113996,4813,6064,-62126,-131198,48,50,43,38,42,48,C,C,D,Travaux d'installation electrique dans tous locaux,SOCOREM
752971465,78861,108218,108874,110205,129713,139212,-5550,2344,8398,3258,3992,10801,2,2,2,2,2,3,B,A,A,,PALAIS D'ASIE
751432048,97783.20000000001,209604,151735,256854,145133,694602,1256.8,-726,1590,3835,22,16572,0.8,2,1,0,0,1,A,B,D,Autres travaux specialises de construction,LYSTEM
450828736,1870583,1300081,1542063,1086835,881510,870619,29692,-87443,114350,-154796,28421,27392,15,12,9,9,9,6,D,D,D,Conseil pour les affaires et autres conseils de gestion,AGENCE LIMITE
318333002,670747,733380,780540,769948,802587,785466,3140,28210,32188,12075,-4578,-8771,7,7,7,6,6,6,B,C,B,Comm. de det. d'articles d'horlogerie et de bijouterie en magasin specialise,BOYANNICK
318474178,10780789,11772973,12904927,13282482,15074850,14323956,29251,110489,501477,417880,522823,215603,64,63,68,72,76,77,B,A,C,Fabrication de carrosseries et remorques,PALKIT
453053654,5649235,6284667,6619233,6169821,7201486,9876765.600000001,45216,58851,85796,63674,58100,69883.20000000001,0,0,19,18,17,13.6,A,A,C,Travaux de maconnerie generale et gros oeuvre de batiment,ROSSET BOULON & FILS
430082453,10061690,9916170,7726620,8658560,8813250,10245310,503570,489390,467680,516450,571430,511250,40,40,38,42,40,47,C,B,A,Profilage a froid par formage ou pliage,TECHNO-BAT
317840536,479923,452076,709752,587897,656477,503800,18886,46628,107515,121254,12759,18585,9,7,9,8,6,7,B,C,B,Travaux de terrassement courants et travaux preparatoires,SOCIETE LUZIENNE DE TRAVAUX PUBLICS SARL
318099165,5417569,5388016,5648657,5408863,5627991,6006155,859057,774160,1196310,1040466,861063,1223571,25,24,23,24,22,20,A,A,B,Edition de logiciels applicatifs,TEKLYNX INTERNATIONAL SAS
453434524,223654,183120,250356,266932,258715,271653,22934,2794,20946,32551,16101,27032,2,2,2,2,2,2,B,A,A,Activites des societes holding,THERMAP
319982617,81662248,80541710,86956756,88642180,93532860,93953709,515978,612303,965044,670737,713175,1471068,61,67,67,67,70,84,B,B,A,Commerce de gros (commerce interentreprises) de fruits et legumes,ANECOOP FRANCE
320102809,60321125,55195072,57611109,54808091,55291449,56693389,6531296,5640059,5282989,3747120,3218455,5099173,166,164,160,161,171,169,C,D,A,"Comm. de gros (comm. interent.) de mach. extrac., la constr. et genie civil",LAYHER
319245791,2990820,4050710,3354120,2600300,3187860,3801305,145040,290130,113490,-263420,12860,93254,19,19,18,26,18,18,C,D,A,Mecanique industrielle,MEGEP INDUSTRIE
319469698,55259130,55115360,54464570,52494880,51821370,52479679,557850,647890,469890,434660,553880,872161,196,208,232,232,212,204,D,B,C,Hypermarches,ORTHEZ DISTRIBUTION
319491502,253228,217275,216640,910032,1409046,1364003,32405,16069,1202,10946,7254,-15041,3,3,3,4,5,4,A,D,A,Transports routiers de fret interurbains,TRANS SUD
319537809,21200580,24575220,27731750,29986880,33478010,36524970,225070,431910,573200,414340,589e3,716860,152,164,182,208,204,204,B,B,C,Transports routiers de fret interurbains,AGENEAU TRANSPORTS
429336977,953985,847213,890734,831973,867346,809277,-16614,5154,9926,13761,21533,-14480,8,7,7,6,6,6,C,A,D,Entretien et reparation de vehicules automobiles legers,CARROSSERIE MICHON
429455348,421250,367160,314030,341880,363360,478175,20930,-23590,4310,19860,9900,56942,3,2,2,2,2,2,A,B,D,Services d'amenagement paysager,SARL PEPINIERE DES TERRASSONNES
321561334,11851177,11506311,9857975,10815911,11228610,12578372,41797,359358,-220044,158498,418664,469153,95,0,79,0,74,72,C,B,A,Entreposage et stockage non frigorifique,E.C.T.R.A.
429578909,1701331,1057366,777070,1813075,1524034,1248873,87927,73992,43112,148804,133102,83556,1,1,1,0,1,1,C,A,B,Commerce de detail de fruits et legumes en magasin specialise,LUCIDARME
321674848,4732716,5430114,5252779,4719766,5830857,6267523,22743,553,4617,2620,23384,21363,22,23,21,21,20,20,A,B,D,Fabrication de fromage,ETABLISSEMENTS BERNARD LAITERIE DU CHATELARD
434075206,12867463,11915325,11209694,10496951,12867251,13381425,233147,259429,268495,192051,175423,231291,17,16,15,17,17,17,C,C,C,Reparation de machines et equipements mecaniques,PREVEL
340978238,1092466,682795,831887,1045624,1355126,1400931,286616,13152,178401,228691,186006,314003,6,6,5,6,7,7,A,A,A,Activites d'architecture,A26 - EQUERRE
353044449,3565709,4022368,4920371,5475270,6184214,7065373.333333334,367050,525021,617321,781297,827865,483021.3333333334,35,36,42,39,41,65.33333333333334,A,A,A,Transports fluviaux de passagers,NAVIG INTER
434142758,7602232,8099149,8917319,7958780,9777404,8562411.200000001,123221,161395,174842,128243,115838,26415.200000000004,48,52,50,52,52,46.4,B,C,B,Travaux de peinture et vitrerie,LA MAITRISE DE VOS FACADES - M.D.F
323246637,13765974,12207749,11360490,11084656,12180539,13747545,905877,682022,649854,603558,720971,978896,16,15,15,16,16,17,C,D,A,Comm. de gros (comm. interent.) de fournitures et equipements industriels divers,SOCABEL
322904913,2763533,2719746,2233255,2137952,1769104,1533644,292825,220926,249077,306843,124986,88848,9,10,9,8,6,6,D,C,B,Travaux de menuiserie metallique et serrurerie,COMTE ISOLATION
778148312,68744152,70297733,70479202,72001931,74184769,76072920,605673,1190891,986829,1207989,1107684,1039676,228,235,245,258,261,271,A,A,C,Hypermarches,TEMPLEUVE DISTRIBUTION
778150326,15353e4,14084e4,13627e4,13616e4,15149e4,1645e5,8042116,6794350,6970943,7013750,7736386,8523509,521,516,537,535,541,558,A,B,A,Recherche-developpement en autres sciences physiques et naturelles,INSTITUT DE RECHERCHES SERVIER
433942653,617049,615128,626995,666541,656492,588780,-26234,19138,9506,57172,7270,42049,8,6,6,6,6,6,B,A,D,Restauration traditionnelle,I-GREC
322441627,18157624,12617643,11452032,14219507,38024975,18677613,626596,874909,628603,796193,1487868,456559,11,11,16,16,17,23,A,B,A,Fabrication de vetements de dessus,SARL LEO MINOR
780061289,31684332,37307244,44054820,42297227,47179508,52221864,-2645817,-625607,-2050396,-2825321,-3646142,-3391732,362,354,357,362,421,429,B,C,A,Fabrication d'engrenages et d'organes mecaniques de transmission,SNR CEVENNES
323516013,8753595,8457500,9023751,10361234,10287067,11412640,200124,198599,130407,219219,171483,347434,49,47,47,53,52,53,A,B,C,Agencement de lieux de vente,ETABLISSEMENTS PIERRE DURIEZ
323622605,2125455,2114473,2180964,2132968,2076493,2168763,305055,186805,211424,213817,186172,143850,20,23,22,21,21,22,D,D,A,Transports routiers reguliers de voyageurs,AUTOCARS ARLAUD
323198804,14156933,13983082,14566743,14218043,13402083,13989928,821822,502996,1366155,1641263,1356538,2131365,125,121,115,111,108,101,D,A,B,Commerce de gros d'equipements automobiles,DECHARENTON
323276535,10264700,8831340,7943020,7997350,8980290,9888688,78720,-183460,-83410,87160,137610,84614,85,82,79,75,74,78,C,A,D,Location de camions avec chauffeur,TRANSPORTS CHAUSSENOT
323300194,4639007,5970266,5076664,6280169,6717369,6465611,317595,367711,273073,412635,416735,483284,35,36,37,37,42,41,B,B,A,Activites d'architecture,ERTIM
323317040,1834824,798448,2656384,890711,796011,489178,58150,-16334,-58522,-43050,24088,-173953,4,4,3,3,3,3,D,C,D,Activites d'architecture,DP DIFFUSION
324489806,20420752,17325106,19224405,19997419,20942171,22129742,226430,247403,287436,340957,757099,530255,90,66,83,40,0,60,A,B,B,Commerce de gros (commerce interentreprises) de fruits et legumes,METRAL FRUITS
443004098,2330913,2339254,2249531,2241172,2305634,2373110,65265,33447,2704,7279,7374,14984,21,19,19,21,21,22,C,D,A,Transports routiers de fret interurbains,TRANSPORTS MOULIE
443007422,623013,636393,700139,728637,610718,780209,-65657,67161,35079,44267,-11871,16144,6,6,6,6,6,6,A,A,A,Activites de soutien aux cultures,SARL ANQUEZ
449142348,537337574,533384549,554639552,585632445,589225813,607273959,1044214,2802904,5099921,5563689,5005223,6209774,2751,2487,2501,2639,2518,2594,A,A,D,Activites comptables,ERNST & YOUNG ET ASSOCIES
324746007,6951520,7621570,12353870,8836930,9651820,7614125,36220,29480,24490,25350,-842390,184914,43,41,40,40,39,37,B,D,D,Travaux d'installation electrique dans tous locaux,ANFRAY GIORIA ELECTRICITE
324905082,754821,630863,605578,689784,788752,677738,34592,29365,1446,19523,21769,-57516,16,15,16,17,18,18,C,C,C,Nettoyage courant des batiments,PROLUXE
325141299,2933567,2863399,2738041,2794776,2871344,3230840,128232,71821,100190,108444,94275,131253,13,14,13,12,11,12,A,D,B,Affretement et organisation des transports,SEABOURNE EXPRESS COURRIER
323923474,1967570,1993961,2004794,1990043,1894506,2058987,37791,30107,52270,21227,-54941,59938,6,9,9,9,9,9,C,D,C,Commerce de detail de viandes et de produits a base de viande en mag. specialise,VIANDES BELLEMIN NOEL SAINT-GENIS
324204213,16113434,12273700,10642035,13560448,14641301,16704739,148489,64950,21216,127134,166441,264302,7,7,7,8,7,8,A,B,A,Affretement et organisation des transports,TRANSPORTS ET TERRASSEMENTS TOULOUSAINS
445310865,3908494,4203844,4503359,5171969,6657659,7233779,32140,34777,95716,71857,47071,58436,28,29,31,35,42,46,A,A,A,Conseil en systemes et logiciels informatiques,PROJECT SI
447538919,7541969,8686843,11768125,11723939,17887064,20545076,248538,324317,495291,546419,1076060,715755,0,0,28,29,29,34,A,B,C,Comm. de gros (comm. interent.) de composants et d'equi. electro. et telecom.,TETRADIS
757802558,18194203,16739923,17502613,18267512,16497788,20611924,467380,428829,575802,795208,848932,726257,35,34,35,36,36,36,A,A,C,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",ETABLISSEMENTS CHARLES MEON
445409980,450228,444731,401480,358480,339665,393786,2562,75,-18847,-17311,-1667,34700,4,4,4,4,2,2,C,B,B,Travaux d'installation d'eau et de gaz en tous locaux,OLIVIER MARTEL
447474081,408295,425374,402907,375788,500709,490243,32577,63382,62337,72362,64845,87454,4,4,4,4,4,4,A,A,A,Travaux de revetement des sols et des murs,FACADES MICHEL
450529565,93277,144142,132878,89746,163224,210916,-17315,15223,3601,-19466,4998,12664,2,2,2,2,2,2,A,B,A,Services d'amenagement paysager,ARCH PAYSAGES
324622406,22188751,23362205,24095262,25169797,27493954,29813606,216992,212873,312439,328642,99407,440524,80,85,120,84,95,110,A,A,A,Supermarches,DESHAYES NEUVILLE
322677485,31639364,31317133,32040366,30256577,29406705,28723222,2907758,2402921,2704218,1605903,1702840,412388,320,323,500,246,368,383,D,C,A,Activites hospitalieres,HOPITAL PRIVE DE L'EST PARISIEN
450709753,1390376,1601673,1661468,1863538,1517653,1852247,118465,253817,176395,5243415,106410,442071,12,14,15,14,11,10,B,A,B,"Ingenierie, etudes techniques",SAS ASFALIA
325569366,2258846.1818181816,2284738,3442745,2367267,3455442,2420078,367888.36363636365,337992,587337,272565,383714,125813,12,14,13,13,19,18,B,C,A,evaluation des risques et dommages,CET ILE DE FRANCE
796480283,2037084,0,3644186,0,3552322,21200600,4002080,0,-7432,0,23346127,9842716,28,0,29,0,28,29,A,B,A,Activites des sieges sociaux,SOCIETE DES ETABLISSEMENTS VERDANNET
449472240,6039031,5989495,6486703,4344910,4450142,4355357,586690,525276,645999,686911,638416,626131,11,13,15,17,18,17,D,A,C,Activites des agents et courtiers d'assurances,COOPER GAY (FRANCE)
326262227,180615550,188556700,176988320,188964330,185519650,200564530,-3531330,2529030,-28472120,7030830,1830240,1490100,404,439,1756,443,437,435,A,D,A,Fabrication d'autres produits mineraux non metalliques n.c.a.,TORAY CARBON FIBERS EUROPE
326344678,124636,113324,106789,111290,105920,97207,-1213,15180,5143,5572,7984,-827,2,2,2,2,2,1,D,C,B,Coiffure,BARDO SARL
445166101,314083,438296,471061,422640,461977,462304,32221,47964,62202,29607,33096,37352,2,2,3,3,3,2,B,C,C,Travaux d'installation d'eau et de gaz en tous locaux,ETS RALUY
449516467,375700,372920,483270,417580,561860,469910,-2070,13730,3350,780,35320,3140,4,4,5,5,5,5,B,B,C,Travaux d'installation d'equipements thermiques et de climatisation,HARIK
449588078,171907,152062,133104,127332,130051,137766,-6788,5379,9921,10796,700,-5575,2,2,2,2,2,2,C,C,A,Commerce de detail de boissons en magasin specialise,LA BOUTIQUE DES VIGNERONS
326749934,2265676,2580972,2741347,2641555,2611542,3005122,68752,88018,63755,60453,36935,161281,22,22,25,26,26,28,B,B,C,Transports routiers de fret de proximite,FILHOL TRANS JET
750762023,54114,79929,123912,176646,273604,408699,1126,237,3954,393,24046,-8765,1,1,1,0,0,0,A,B,B,Restauration traditionnelle,PIZZA NOUR
750765281,1829470,1703500,2065870,1549250,1795590,2108910,12810,12530,69460,5210,65090,-1918,19,19,20,18,16,17,A,C,B,Travaux de platrerie,SARL JEAN CLAUDE DUCLOS
448693630,4401576,5127002,5265033,5506214,5717274,5639880,-559690,-426541,-392980,-353380,-349123,-361718,19,20,20,22,22,24,B,A,A,Commerce d'alimentation generale,DISTRIBUTION ALIMENTAIRE DE NOISIEL
327136016,5823823,5361352,6856044,7364513,7630783,7755516,363878,420498,753794,816738,832806,604423,76,79,87,91,94,102,B,A,C,Activites comptables,EXTENCIA
327204087,27145538,27564727,27421710,21210703,23670321,24248941,359828,339181,898754,-2166035,-1826969,-1507722,273,243,246,228,224,229,D,C,D,Restauration traditionnelle,SEINO-VISION
327323317,10007696,11423066,13739362,14945814,15324863,15442448,272495,327211,407550,431983,428769,482711,32,39,36,34,44,35,B,A,A,Transformation et conservation de fruits,ROUCADIL
327376448,18393308,18715993,19432374,18914163,19358095,19444303,1899923,2092883,1956117,1977081,1929919,1885793,14,15,16,17,17,18,B,C,C,Commerce de gros (commerce interentreprises) de boissons,L'ALTAVILLOISE
750874109,359491.5789473684,344928,264044,323174,460652,383112,3183.1578947368416,2606,1556,4712,7345,11944,1.894736842105263,2,2,3,3,3,A,B,C,Transports routiers de fret interurbains,NORBERT TRANSPORTS ET GUIDAGE
448467480,2420638,2667395,3227002,4545356,5607645,7210238,34821,49469,67553,180483,224873,246698,11,9,9,9,8,8,A,B,D,Autres commerces de detail en magasin non specialise,FOIES GRAS MARTEGOUTE
450924956,1431067,1483009,1403164,1393774,1475856,1712952,42826,55074,25462,32485,13989,74683,3,4,4,5,3,3,A,D,B,Conseil en relations publiques et communication,EXPO EVEN CONSEIL
325857969,24279412,25168422,24738245,25605737,27130818,28340631,727178,1027195,894042,1201058,1273760,1510592,92,82,88,81,85,86,A,B,D,Commerce de gros (commerce interentreprises) de produits surgeles,JALLON SAS
325866234,1591031,1690067,1682547,1772344,1620918,1904091,72177,21984,22434,25619,20437,62010,12,12,12,11,11,2,A,D,B,Travaux d'installation electrique dans tous locaux,THROMAS JEAN-PAUL
751888306,145017,217023,220157,216543,218086,210725,-28273.5,-15717,-19207,4868,-1283,9790,2.25,3,3,0,3,3,B,A,B,Boulangerie et boulangerie-patisserie,CO'PAINS
448546028,1054321,1000368,903878,899306,962797,1033404,12088,30508,43589,2578,34746,-14796,13,13,11,13,0,16,C,C,B,Transports routiers de fret de proximite,TRANSPORTS GUILLE
449390707,2414137,2964520,3334215,4167895,4626058,4796841,687046,960510,93084,83320,130055,3134313,2,2,2,2,0,2,B,B,B,Activites des societes holding,SESALY SV
449633163,5176790,4548906,3879135,4656116,5447314,4854211,10020,76374,52014,64732,156439,104818,33,34,28,27,34,35,C,B,A,Transports routiers de fret de proximite,LOBEX
751937483,213050,334470,225310,233540,220650,216880,16210,6510,-7270,-14920,-6190,2550,1,1,1,1,1,1,D,D,A,Vente a domicile,ATOUTBAT
330201997,15943708,10852914,10472421,15044517,14453986,14839545,68612,98800,-839650,56188,141044,161983,118,100,96,103,104,103,A,D,D,Fabrication de pieces techniques a base de matieres plastiques,STRATIFORME INDUSTRIES
330276288,5851750,6833800,7859030,7610980,9657770,11610990,68640,226160,233930,307760,209220,207830,41,43,49,35,64,40,A,A,A,Travaux de maconnerie generale et gros oeuvre de batiment,SARL MARIUS TEPASSO
751988486,62717.454545454544,102045,105526,79495,74261,86799,-3118.909090909091,-3787,7897,-7615,891,3754,1.0909090909090908,2,1,0,0,0,D,B,D,Enregistrement sonore et edition musicale,LINKIMEDIA
448854661,1007430,1146690,1139655,1130776,1290433,1161137,55954,89415,100244,113782,70314,16577,10,10,10,10,10,9,B,C,B,Transports routiers de fret interurbains,BUXERIENNE DE TRANSPORT
452034192,3880610,4162046,4514666,4090903,4235017,4703559,336670,501947,536702,347340,377266,509802,67,69,70,74,68,72,A,B,C,Autre mise a disposition de ressources humaines,SOCIETE DE GESTION DE RESIDENCE LA DEFENSE (SGRD)
330556952,673150,496756,494830,447089,498873,562967,94216,133762,100505,121592,109591,116752,3,3,3,2,3,4,C,A,A,Culture de la vigne,LOUIS LEVANT SAS
448977942,1400310,1264341,1339628,1146713,896163,819271,-34258,85859,-46078,-62259,-152082,64103,12,12,13,12,10,8,D,D,B,Travaux de revetement des sols et des murs,PLASTIC DECORS
448982967,8526419,9072716,9688139,10008561,10946947,11096145,288917,332896,358684,478850,519026,474645,12,12,13,14,18,20,B,A,A,Commerce de gros (commerce interentreprises) de produits chimiques,COBALYS
331321869,749261,664056,416484,626020,461420,451664,3112,-62231,-37568,70037,-46909,-50975,13,14,11,13,13,11,C,C,D,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,B.C.M. 74
331356253,2171038,2340836,1851934,2006752,2532258,3679192,392936,463750,230369,230364,552084,642783,6,6,8,8,8,8,A,B,C,Location et location-bail de machines et equipements pour la construction,UNIMAT
331444422,767766,731188,730369,741089,508728,818568,37390,26690,34725,-10240,-29723,-9985.714285714286,12,7,7,6,6,15.42857142857143,D,C,A,Telepheriques et remontees mecaniques,SOCIETE D'EXPLOITATION TOURISTIQUE DE LA VORMAINE
450994884,11097082,10871142,10353750,10026253,10339552,11584276,-9411,36937,11009,-296359,-528676,-40753,40,40,39,40,39,39,C,D,D,Commerce de gros (commerce interentreprises) alimentaire specialise divers,DISTRIBUTION ALIMENTAIRE DE MARSEILLE
330824442,19607206,23587133,23864966,25347506,27039683,30474151,-237813,-199751,-35882,9125,-177996,1196196,59,64,66,70,77,87,A,B,A,"Sciage et rabotage du bois, hors impregnation",SCIERIE MOULIN
300179363,1883e3,1984e3,1992830,2287790,2232390,2316310,189e3,183e3,142340,249920,247580,235860,19,18,18,19,22,23,B,A,A,Agences immobilieres,REGIE MIALON
300301637,9216199,8164300,7875687,7483027,7382685,8708796,100680,210878,128787,51511,90508,204421,60,58,61,57,53,53,C,D,B,Construction de reseaux electriques et de telecommunications,ETABLISSEMENTS ROBERT
449598457,3676055,3446577,2972754,1839077,2310812,2706739,233500,40908,-179261,-242420,-12253,-69325,13,14,12,11,8,8,C,D,B,Recuperation de dechets tries,FL INDUSTRIE
302183256,3667055,3357675,3023071,3094744,2727483,3056914,344868,270393,143540,69886,392342,1401886,17,19,17,18,17,18,C,B,A,Activites des sieges sociaux,ETABLISSEMENTS PIERRE BERNARD
